New IonID,UTHSC ID,M/Z_OLD_BXD_STUDY,M/Z_AGING_STUDY_2017,AGING_ID,Primary_HMDB_ID,ChemicalFormula,Confidence,Primary Name,Secondary Names,ChEBI_ID,ChEMBL_ID,CAS_number,PubChem_ID,ChemSpider_ID,UNII_ID,EC_number,KEGG_ID,Description,Molecular_Weight,Nugowiki_ID,Aliases,Type,Tissue
505,365.2328890_MZ,365.232889,365.2335882,365.2336,HMDB00949,C21H34O5,100,Tetrahydrocortisol,"3b-Allotetrahydrocortisol, 5a-Tetrahydrocortisol, Cortolone, Beta-Cortolone",none,,53-02-1,44725717,21506239,,,C05472,Tetrahydrocortisol is the most powerful natural angiostatic steroid. It is involved in C21-Steroid hormone metabolism pathway (KEGG).,366.4917,853,"2-Hydroxy-1-(3,11,17-trihydroxy-10,13-dimethyl-hexadecahydro-cyclopenta[a]phenanthren-17-yl)-etha,3a,11b,17,21-Tetrahydroxy-5b-pregnan-20-one,3b,11b,17,21-Tetrahydroxy-5b-pregnan-20-one,3b,11b,17a,21-Tetrahydroxy-5b-pregnan-20-on,5b-Tetrahydrocortisol,Dihydrocortison,Tetrahydro-cortisol,Tetrahydrocortisol,Urocortisol             ",Endogenous,
508,367.0176252_MZ,367.0176252,367.0174208,367.0174,HMDB00218,C10H13N2O11P,100,Orotidylic acid,,15842,,2149-82-8,160617,141140,,,C01103,"Orotidylic acid (OMP), is a pyrimidine nucleotide which is the last intermediate in the biosynthesis of uridine monophosphate. Decarboxylation by Orotidylate decarboxylase affords Uridine 5'-phosphate which is the route to Uridine and its derivatives de novo and consequently one of the most important processes in nucleic acid synthesis (Dictionary of Organic Compounds). In humans, the enzyme UMP synthase converts OMP into uridine 5'- monophosphate. If UMP synthase is defective, orotic aciduria can result. (Wikipedia).",368.1908,156,"1,2,3,6-Tetrahydro-2,6-dioxo-3-(5-O-phosphono-b-D-ribofuranosyl)-4-Pyrimidinecarboxylate,1,2,3,6-Tetrahydro-2,6-dioxo-3-(5-O-phosphono-b-D-ribofuranosyl)-4-Pyrimidinecarboxylic acid,1,2,3,6-Tetrahydro-2,6-dioxo-3-(5-O-phosphono-beta-delta-ribofuranosyl)-4-Pyrimidinecarboxylate,1,2,3,6-Tetrahydro-2,6-dioxo-3-(5-O-phosphono-beta-delta-ribofuranosyl)-4-Pyrimidinecarboxylic acid,2,6-Dioxo-3-(5-O-phosphono-beta-D-ribofuranosyl)-1,2,3,6-tetrahydropyrimidine-4-carboxylic acid,2,6-Dioxo-3-(5-O-phosphono-beta-delta-ribofuranosyl)-1,2,3,6-tetrahydropyrimidine-4-carboxylic acid,5'-(Dihydrogen phosphate) 6-carboxy-uridine,5'-(Dihydrogen phosphate) Orotidine,5'-OMP,5'-Phosphate Orotidine,5-(Dihydrogen phosphate)orotidine,6-Carboxy-5'-uridylate,6-Carboxy-5'-uridylic acid,Ometoprim,OMP,Omp (nucleotide),Orotidine 5'-(dihydrogen phosphate),Orotidine 5'-monophosphate,Orotidine 5'-phosphate,Orotidine monophosphate,Orotidine-5'-phosphate,Orotidylate,Orotidylic acid      ",Endogenous,
510,367.2119523_MZ,367.2119523,367.212983,367.213,HMDB01908,C20H32O6,100,19-Hydroxy-PGE2,"6,15-Diketo,13,14-dihydro-PGF1a, Prostaglandin G2, 20-Hydroxy-PGE2, 6-Ketoprostaglandin E1, 11-Dehydro-thromboxane B2, Thromboxane B3, 5(6)-Epoxy Prostaglandin E1",none,,55123-68-7,5283038,4446165,,,none,"19-Hydroxy-PGE2 is a derivative of PGE2. Both 19-Hydroxy-PGE1 and 19-hydroxy-PGE2 are formed from PGE1 and PGE2 by prostaglandin 19-hydroxylase, a cytochrome P-450 enzyme, in seminal vesicles (PMID: 3196735). 19-Hydroxy-PGE2 is a selective prostanoid EP2-receptor agonist; it doesn't stimulate FP-receptors, and is devoid of activity on thromboxane A2, prostaglandin D2 and prostacyclin sensitive receptors. 19-OH PGE2 is formed in large quantities from PGE2 in human seminal plasma. PGE2 is the most common and most biologically active of the mammalian prostaglandins. It has important effects in labour and also stimulates osteoblasts to release factors which stimulate bone resorption by osteoclasts (a type of bone cell that removes bone tissue by removing the bone's mineralized matrix). (PMID: 16978535, 8248550, 817207). Dinoprostone is a naturally occurring prostaglandin E2 (PGE2) and the most common and most biologically active of the mammalian prostaglandins. It has important effects in labour and also stimulates osteoblasts to release factors which stimulate bone resorption by osteoclasts (a type of bone cell that removes bone tissue by removing the bone's mineralized matrix). PGE2 has been shown to increase vasodilation and cAMP production, to enhance the effects of bradykinin and histamine, to induce uterine contractions and to activate platelet aggregation. PGE2 is also responsible for maintaining the open passageway of the fetal ductus arteriosus; decreasing T-cell proliferation and lymphocyte migration and activating the secretion of IL-1alpha and IL-2. PGE2 exhibits both pro- and anti-inflammatory effects, particularly on dendritic cells (DC). Depending on the nature of maturation signals, PGE2 has different and sometimes opposite effects on DC biology. PGE2 exerts an inhibitory action, reducing the maturation of DC and their ability to present antigen. PGE2 has also been shown to stimulate DC and promote IL-12 production when given in combination with TNF-alpha. PGE2 is an environmentally bioactive substance. Its action is prolonged and sustained by other factors especially IL-10. It modulates the activities of professional DC by acting on their differentiation, maturation and their ability to secrete cytokines. PGE2 is a potent inducer of IL-10 in bone marrow-derived DC (BM-DC), and PGE2-induced IL-10 is a key regulator of the BM-DC pro-inflammatory phenotype. (PMID: 16978535)Prostaglandins are eicosanoids. The eicosanoids consist of the prostaglandins (PGs), thromboxanes (TXs), leukotrienes (LTs) and lipoxins (LXs). The PGs and TXs are collectively identified as prostanoids. Prostaglandins were originally shown to be synthesized in the prostate gland, thromboxanes from platelets (thrombocytes) and leukotrienes from leukocytes, hence the derivation of their names. All mammalian cells except erythrocytes synthesize eicosanoids. These molecules are extremely potent, able to cause profound physiological effects at very dilute concentrations. All eicosanoids function locally at the site of synthesis, through receptor-mediated G-protein linked signaling pathways.",368.4645,1499,"19(R)-Hydroxy-PGE2,19(R)-Hydroxy-Prostaglandin E2,19R-19-Hydroxy PGE-2,9-Oxo-11R,15S,19R-trihydroxy-5Z,13E-prostadienoate,9-Oxo-11R,15S,19R-trihydroxy-5Z,13E-prostadienoic acid,Eganoprost  ",Endogenous,
m23,,,369.00094719,369.0009,HMDB60274,C7H16O13P2,37,"Sedoheptulose 1,7-bisphosphate",,,,,,,,,C00447,,,,,,
517,375.1301259_MZ,375.1301259,375.1314451,375.1314,HMDB00244,C17H20N4O6,100,Riboflavin,,17015,,83-88-5,493570,431981,,,C00255,"Riboflavin or vitamin B2 is an easily absorbed, water-soluble micronutrient with a key role in maintaining human health. Like the other B vitamins, it supports energy production by aiding in the metabolizing of fats, carbohydrates, and proteins. Vitamin B2 is also required for red blood cell formation and respiration, antibody production, and for regulating human growth and reproduction. It is essential for healthy skin, nails, hair growth and general good health, including regulating thyroid activity. Riboflavin is found in milk, eggs, malted barley, liver, kidney, heart, and leafy vegetables. Riboflavin is yellow or orange-yellow in color and in addition to being used as a food coloring it is also used to fortify some foods. It can be found in baby foods, breakfast cereals, sauces, processed cheese, fruit drinks and vitamin-enriched milk products. The richest natural source is yeast. It occurs in the free form only in the retina of the eye, in whey, and in urine; its principal forms in tissues and cells are as flavin mononucleotide and flavin adenine dinucleotide.",376.3639,178,"(-)-Riboflavin,1-Deoxy-1-(3,4-dihydro-7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10(2H)-yl)-D-ribitol,6,7-Dimethyl-9-D-ribitylisoalloxazine,6,7-Dimethyl-9-ribitylisoalloxazine,7,8-Dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)-Benzo[g]pteridine-2,4(3H,10H)-dione,Beflavin,Beflavine,Benzo[g]pteridine riboflavin deriv.,E 101,Flavaxin,Flavin BB,Flaxain,Food Yellow 15,Hyre,Lactobene,Lactoflavin,Lactoflavine,Ribipca,Ribocrisina,Riboderm,Riboflavine,Ribosyn,Ribotone,Ribovel,Russupteridine yellow III,San Yellow B,Vitaflavine,Vitamin B2,Vitamin G,Vitasan B2 ",Drug,
518,375.2191795_MZ,375.2191795,375.218725,375.2187,HMDB02294,C22H32O5,100,Resolvin D2,"Resolvin D1, 11beta-Hydroxy-3,20-dioxopregn-4-en-21-oic acid",none,,82864-77-5,16061136,17216185,,,none,"Resolvin D2 is an autacoid resolvin. Autacoids are chemical mediators including the families of resolvins and protectins, defined by their potent bioactions and novel chemical structures. The bioactive local mediators, or autacoids, that require enzymatic generation from the omega-3 essential fatty acid EPA were first identified in resolving inflammatory exudates in vivo and carry potent stereoselective biological actions. Resolvins of the E (RvE) series are derived from eicosapentaenoic acid (EPA). Those derived from docosahexaenoic acid (DHA) were termed resolvins of the D series, for example resolvin D1 (RvD1).Resolvins and protectins have specific stereoselective actions which evoke biological actions in the nanogram range in vivo and are natural exudate products. Resolvins and protectins as distinct chemical families join the lipoxins as potent agonists of endogenous anti-inflammation and are proresolving chemical mediators of interest in human disease as potential new approaches to treatment. The term resolvins (resolution-phase interaction products) was first introduced to signify that these new structures were endogenous mediators, biosynthesized in the resolution phase of inflammatory exudates, possessing very potent anti-inflammatory and immunoregulatory actions. These actions include reducing neutrophil traffic, regulating cytokine and reactive oxygen species, and lowering the magnitude of the response. In recent years, investigators have recognized inflammation as playing a key role in many prevalent diseases not previously considered to be of inflammatory etiology. These include Alzheimer's disease, cardiovascular disease, and cancer, which now join those well-appreciated inflammatory disorders such as arthritis and periodontal disease. Identifying the molecular mechanism(s) that underlie the many reports of the benefits of dietary omega-3 PUFAs remains an important challenge for nutrition and medicine. Thus, that these new mediator families, resolvins and protectins, are biosynthesized from EPA and DHA, act locally, and possess potent, novel bioactions is of interest to researchers. (PMID: 17090225).",376.4865,1877,RvD2                 ,Endogenous,
530,381.1552403_MZ,381.1552403,381.15623,381.1562,HMDB10343,C19H26O8,100,1-(alpha-Methyl-4-(2-methylpropyl)benzeneacetate)-beta-D-Glucopyranuronic acid,,none,,115075-59-7,163959,143793,,,C03033,"Ibuprofen acyl glucuronide is a natural human metabolite of Ibuprofen generated in the liver by UDP glucuonyltransferase. Glucuronidation is used to assist in the excretion of toxic substances, drugs or other substances that cannot be used as an energy source. Glucuronic acid is attached via a glycosidic bond to the substance, and the resulting glucuronide, which has a much higher water solubility than the original substance, is eventually excreted by the kidneys.",382.4049,9437,"(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[2-[4-(2-methylpropyl)phenyl]propanoyloxy]oxane-2-carboxylic acid,1-(alpha-Methyl-4-(2-methylpropyl)benzeneacetate) b-D-Glucopyranuronic acid,1-(alpha-Methyl-4-(2-methylpropyl)benzeneacetate) b-delta-Glucopyranuronic acid,1-(alpha-Methyl-4-(2-methylpropyl)benzeneacetate) beta-D-Glucopyranuronic acid,1-(alpha-Methyl-4-(2-methylpropyl)benzeneacetate) beta-delta-Glucopyranuronic acid,Ibuprofen acyl glucuronide,Ibuprofen acyl-beta-D-glucuronide              ",Endogenous,
m24,,,381.31671425,381.3167,HMDB03896,C27H42O,100,7-Dehydrodesmosterol,,,,,,,,,C05107,,,,,,
544,391.2853342_MZ,391.2853342,391.2854554,391.2855,HMDB00348,C24H40O4,100,"3b,12a-Dihydroxy-5a-cholanoic acid","3b,7a-Dihydroxy-5b-cholanoic acid, 3a,7a-Dihydroxycholanoic acid, 3a,12b-Dihydroxy-5b-cholanoic acid, 3b,12a-Dihydroxy-5b-cholanoic acid, Allodeoxycholic acid, Allochenodeoxycholic acid, Chenodeoxycholic acid, Deoxycholic acid, Isohyodeoxycholic acid, Isoursodeoxycholic acid, Hyodeoxycholic acid, Murocholic acid, Ursodeoxycholic acid, 7b,12a-Dihydroxycholanoic acid, 7a,12b-dihydroxy-5b-Cholan-24-oic acid, Isodeoxycholic acid, 3b,12b-Dihydroxy-5b-cholanoic acid",none,,242979,5283835,4446923,,,none,"3b,12a-Dihydroxy-5a-cholanoic acid is a bile acid. Bile acids are steroid acids found predominantly in bile of mammals. The distinction between different bile acids is minute, depends only on presence or absence of hydroxyl groups on positions 3, 7, and 12. Bile acids are physiological detergents that facilitate excretion, absorption, and transport of fats and sterols in the intestine and liver. Bile acids are also steroidal amphipathic molecules derived from the catabolism of cholesterol. They modulate bile flow and lipid secretion, are essential for the absorption of dietary fats and vitamins, and have been implicated in the regulation of all the key enzymes involved in cholesterol homeostasis. Bile acids recirculate through the liver, bile ducts, small intestine and portal vein to form an enterohepatic circuit. They exist as anions at physiological pH and, consequently, require a carrier for transport across the membranes of the enterohepatic tissues. The unique detergent properties of bile acids are essential for the digestion and intestinal absorption of hydrophobic nutrients. Bile acids have potent toxic properties (e.g., membrane disruption) and there are a plethora of mechanisms to limit their accumulation in blood and tissues.",392.572,267,"3-Epi-deoxycholate,3-Epi-deoxycholic acid,3b,12a-Dihydroxy-(5a)-cholan-24-oate,3b,12a-Dihydroxy-(5a)-cholan-24-oic acid,3b,12a-Dihydroxy-5a-cholanoate,3b,12a-Dihydroxy-5a-cholanoic acid  ",Endogenous,"Liver,Kidney,Gall Bladder,Intestine"
568,418.3330854_MZ,418.3330854,398.3277415,398.3277,HMDB00222,C23H45NO4,40,L-Palmitoylcarnitine,,17490,,2364-67-2,11953816,10128117,,,C02990,"L-Palmitoylcarnitine is a long-chain acyl fatty acid derivative ester of carnitine which facilitates the transfer of long-chain fatty acids from cytoplasm into mitochondria during the oxidation of fatty acids. L-palmitoylcarnitine, due to its amphipatic character is, like detergents, a surface-active molecule and by changing the membrane fluidity and surface charge can change activity of several enzymes and transporters localized in the membrane. L-palmitoylcarnitine has been also reported to change the activity of certain proteins. On the contrary to carnitine, palmitoylcarnitine was shown to stimulate the activity of caspases 3, 7 and 8 and the level of this long-chain acylcarnitine increased during apoptosis. Palmitoylcarnitine was also reported to diminish completely binding of phorbol esters, the protein kinase C activators and to decrease the autophosphorylation of the enzyme. Apart from these isoform nonspecific phenomena, palmitoylcarnitine was also shown to be responsible for retardation in cytoplasm of protein kinase C isoforms &#946; and &#948; and, in the case of the latter one, to decrease its interaction with GAP-43. Some of the physico-chemical properties of palmitoylcarnitine may help to explain the need for coenzyme A-carnitine-coenzyme A acyl exchange during mitochondrial fatty acid import. The amphiphilic character of palmitoylcarnitine may also explain its proposed involvement in the pathogenesis of myocardial ischemia. L-Palmitoylcarnitine accumulates in ischemic myocardium and potentially contribute to myocardial damage through alterations in membrane molecular dynamics , one mechanism through which could play an important role in ischemic injury. Palmitoylcarnitine is characteristically elevated in carnitine palmitoyltransferase II deficiency, late-onset (OMIM 255110). (PMID 2540838, 15363641, 8706815).",399.6077,159,"(+)-palmitoylcarnitine,(3S)-3-hexadecanoyloxy-4-(trimethylammonio)butanoate,(3S)-3-hexadecanoyloxy-4-(trimethylammonio)butanoic acid,(3S)-3-palmitoyloxy-4-(trimethylammonio)butanoate,(3S)-3-palmitoyloxy-4-(trimethylammonio)butanoic acid,3-Carboxy-N,N,N-trimethyl-2-[(1-oxohexadecyl)oxy]-1-Propanaminium,D-Palmitylcarnitine,Hexadecanoyl-L-carnitine,Hexadecenoyl carnitine,L(-)-Palmitylcarnitine,L-Carnitine palmitoyl ester,L-Palmitoyl-L-carnitine,Palmitoyl D-carnitine,Palmitoyl-(-)-carnitine,Palmitoyl-L-carnitine,Palmityl-L-carnitine",Endogenous,
