ionIdx,ionMz,,ionActive,ionQualTIC,ionAverageInt,mz difference,formula,ion,score,name,synonym,hmdb_id,kegg_id,other_ids
24,118.0510799,118.0511,TRUE,0.719675005,44647.30151,-0.000119463,C4H9NO3,-H(-),100,L-Threonine,"(2S,3R)-(-)-Threonine; (2S,3R)-2-Amino-3-hydroxybutyrate; (2S,3R)-2-Amino-3-hydroxybutyric acid; (R-(R*,S*))-2-Amino-3-hydroxybutanoate; (R-(R*,S*))-2-Amino-3-hydroxybutanoic acid; (S)-Threonine; 2-Amino-3-hydroxybutanoate; 2-Amino-3-hydroxybutanoic acid; 2-Amino-3-hydroxybutyrate; 2-Amino-3-hydroxybutyric acid; L-(-)-Threonine; L-2-Amino-3-hydroxybutyrate; L-2-Amino-3-hydroxybutyric acid; L-alpha-Amino-beta-hydroxybutyrate; L-alpha-Amino-beta-hydroxybutyric acid; Threonin; Threonine; [R-(R*,S*)]-2-Amino-3-hydroxybutanoate; [R-(R*,S*)]-2-Amino-3-hydroxybutanoic acid; [R-(R*,S*)]-2-amino-3-hydroxy-Butanoate; [R-(R*,S*)]-2-amino-3-hydroxy-Butanoic acid",HMDB00167,C00188,
25,119.0502178,119.0502,TRUE,0.671082467,24161.14033,1.65854E-05,C8H8O,-H(-),100,Phenylacetaldehyde,.alpha.-toluic aldehyde; 1-Oxo-2-phenylethane; 2-Phenylacetaldehyde; 2-Phenylethanal; Benzenacetaldehyde; Benzeneacetaldehyde; Benzylcarboxaldehyde; FEMA No. 2974; Hyacinthin; Oxophenylethane; Phenacetaldehyde; Phenyl-Acetaldehyde; Phenylacetaldehyde; Phenylacetic aldehyde; Phenylethanal; a-Phenylacetaldehyde; a-Tolualdehyde; a-Toluic aldehyde; alpha-Phenylacetaldehyde; alpha-Tolualdehyde; alpha-Toluic aldehyde,HMDB06236,C00601,
26,121.0407282,121.0407,TRUE,0.073472552,54218.79113,3.38426E-06,C6H6N2O,-H(-),100,Niacinamide,3-Carbamoylpyridine; 3-Pyridinecarboxamide; 3-Pyridinecarboxylic acid amide; Acid amide; Amid kyseliny nikotinove; Amide PP; Aminicotin; Amixicotyn; Amnicotin; Austrovit PP; Benicot; Delonin Amide; Dipegyl; Dipigyl; Endobion; Factor pp; Hansamid; Inovitan PP; Mediatric; NAM; Nandervit-N; Niacevit; Niacinamide; Niamide; Niavit PP; Nicamide; Nicamina; Nicamindon; Nicasir; Nicobion; Nicofort; Nicogen; Nicomidol; Nicosan 2; Nicosylamide; Nicota; Nicotamide; Nicotilamide; Nicotililamido; Nicotinamida; Nicotinamide; Nicotinamidum; Nicotine acid amide; Nicotine amide; Nicotinic acid amide; Nicotinic amide; Nicotinsaureamid; Nicotol; Nicotylamide; Nicotylamidum; Nicovel; Nicovit; Nicovitina; Nicovitol; Nicozymin; Nictoamide; Niko-tamin; Nikotinamid; Nikotinsaeureamid; Niocinamide; Niozymin; PP-Faktor; Papulex; Pelmin; Pelmine; Pelonin amide; Propamine A; Pyridine-3-carboxylic acid amide; Savacotyl; Vi-Nicotyl; Vi-noctyl; Vitamin B3; Vitamin PP; Witamina PP; b-Pyridinecarboxamide; beta-Pyridinecarboxamide; m-(Aminocarbonyl)pyridine,HMDB01406,C00153,
27,124.0071957,124.0072,TRUE,0.83525455,12949088.13,0.000185528,C2H7NO3S,-H(-),71,Taurine,1-Aminoethane-2-sulfonate; 1-Aminoethane-2-sulfonic acid; 2-Aminoethanesulfonate; 2-Aminoethanesulfonic acid; 2-Aminoethylsulfonate; 2-Aminoethylsulfonic acid; 2-Sulfoethylamine; Aminoethylsulfonate; Aminoethylsulfonic acid; Taurine; b-Aminoethylsulfonate; b-Aminoethylsulfonic acid; beta-Aminoethylsulfonate; beta-Aminoethylsulfonic acid,HMDB00251,C00245,
28,128.0354244,128.0354,TRUE,0.832918823,322147.6105,-0.00011319,C5H7NO3,-H(-),100,Pyroglutamic acid,(-)-2-Pyrrolidone-5-carboxylate; (-)-2-Pyrrolidone-5-carboxylic acid; (-)-Pyroglutamate; (-)-Pyroglutamic acid; (5S)-2-Oxopyrrolidine-5-carboxylate; (5S)-2-Oxopyrrolidine-5-carboxylic acid; (S)-(-)-2-Pyrrolidone-5-carboxylate; (S)-(-)-2-Pyrrolidone-5-carboxylic acid; (S)-(-)-g-Butyrolactam-g-carboxylate; (S)-(-)-g-Butyrolactam-g-carboxylic acid; (S)-(-)-gamma-Butyrolactam-gamma-carboxylate; (S)-(-)-gamma-Butyrolactam-gamma-carboxylic acid; (S)-2-Pyrrolidone-5-carboxylate; (S)-2-Pyrrolidone-5-carboxylic acid; (S)-5-Oxo-2-pyrrolidinecarboxylate; (S)-5-Oxo-2-pyrrolidinecarboxylic acid; (S)-Pyroglutamate; (S)-Pyroglutamic acid; 2-L-Pyrrolidone-5-carboxylate; 2-L-Pyrrolidone-5-carboxylic acid; 2-Oxopyrrolidine-5(S)-carboxylate; 2-Oxopyrrolidine-5(S)-carboxylic acid; 2-Pyrrolidinone-5-carboxylate; 2-Pyrrolidinone-5-carboxylic acid; 5-Carboxy-2-pyrrolidinone; 5-L-Oxoproline; 5-Oxo-L-proline; 5-Oxoproline; 5-Pyrrolidinone-2-carboxylate; 5-Pyrrolidinone-2-carboxylic acid; Ajidew A 100; Glutimate; Glutimic acid; Glutiminate; Glutiminic acid; L-2-Pyrrolidone-5-carboxylate; L-2-Pyrrolidone-5-carboxylic acid; L-5-Carboxy-2-pyrrolidinone; L-5-Oxo-2-pyrrolidinecarboxylate; L-5-Oxo-2-pyrrolidinecarboxylic acid; L-5-Oxoproline; L-Glutamic acid g-lactam; L-Glutimate; L-Glutimic acid; L-Glutiminate; L-Glutiminic acid; L-Pyroglutamate; L-Pyroglutamic acid; L-Pyrrolidinonecarboxylate; L-Pyrrolidinonecarboxylic acid; L-Pyrrolidonecarboxylate; L-Pyrrolidonecarboxylic acid; Oxoproline; Oxopyrrolidinecarboxylate; Oxopyrrolidinecarboxylic acid; Pidolate; Pidolic acid; Pidolidone; Pyroglutamate; Pyroglutamic acid; Pyrrolidinonecarboxylate; Pyrrolidinonecarboxylic acid; Pyrrolidone-5-carboxylate; Pyrrolidone-5-carboxylic acid; Pyrrolidonecarboxylic acid,HMDB00267,C01879,
28,128.0354244,128.0354,TRUE,0.832918823,322147.6105,-0.00011319,C5H7NO3,-H(-),100,Pyrroline hydroxycarboxylic acid,3-Hydroxy-L-1-pyrroline-5-carboxylate; L-1-Pyrroline 3-hydroxy-5-carboxylate; L-1-Pyrroline-3-hydroxy-5-carboxylate; L-Delta1-pyrroline 3-hydroxy-5-carboxylate; Pyrroline-hydroxy-carboxylate,HMDB01369,C04281,
28,128.0354244,128.0354,TRUE,0.832918823,322147.6105,-0.00011319,C5H7NO3,-H(-),100,1-Pyrroline-4-hydroxy-2-carboxylate,4-Hydroxy-1-pyrroline-2-carboxylate; 4-Hydroxy-1-pyrroline-2-carboxylic acid,HMDB02234,C04282,
29,128.0713675,128.0714,TRUE,0.22144118,6076.923155,0.000328017,C6H11NO2,-H(-),100,Pipecolic acid,()-Piperidine-2-carboxylic acid; (+/-)-2-Piperidinecarboxylate; (+/-)-2-Piperidinecarboxylic acid; (+/-)-Pipecolate; (+/-)-Pipecolic acid; (+/-)-Pipecolinate; (+/-)-Pipecolinic acid; (.+/-.)-2-Piperidinecarboxylic acid; (RS)-2-Piperidinecarboxylate; (RS)-2-Piperidinecarboxylic acid; .alpha.-Pipecolinic acid; 2-Carboxypiperidine; 2-Pipecolinic acid; 2-Piperidinecarboxylate; 2-Piperidinecarboxylic acid; 2-Piperidinylcarboxylic acid; Acide pipecolique; Acide piperidine-carboxylique-2; DL-2-Piperidinecarboxylate; DL-2-Piperidinecarboxylic acid; DL-Homoproline; DL-Pipecolate; DL-Pipecolic acid; DL-Pipecolinate; DL-Pipecolinic acid; Dihydrobaikiane; Hexahydro-2-picolinate; Hexahydro-2-picolinic acid; Hexahydropicolinate; Hexahydropicolinic acid; Homoproline; Pipecolate; Pipecolic acid; Pipecolic acid free base; Pipecolinate; Pipecolinic acid; Piperidine-2-carboxylic acid; Piperolinate; Piperolinic acid; a-Pipecolinate; a-Pipecolinic acid; alpha-Pipecolinate; alpha-Pipecolinic acid,HMDB00070,C00408,
29,128.0713675,128.0714,TRUE,0.22144118,6076.923155,0.000328017,C6H11NO2,-H(-),100,L-Pipecolic acid,(-)-Pipecolate; (-)-Pipecolic acid; (S)-(-)-2-Piperidinecarboxylate; (S)-(-)-2-Piperidinecarboxylic acid; (S)-(-)-Pipecolate; (S)-(-)-Pipecolic acid; (S)-2-Piperidinecarboxylate; (S)-2-Piperidinecarboxylic acid; (S)-Pipecolate; (S)-Pipecolic acid; (S)-Pipecolinate; (S)-Pipecolinic acid; (S)-Piperidine-2-carboxylate; (S)-Piperidine-2-carboxylic acid; L-(-)-Pipecolate; L-(-)-Pipecolic acid; L-Homoproline; L-Pipecolate; L-Pipecolic acid; L-Pipecolinate; L-Pipecolinic acid; L-Piperidine-2-carboxylate; L-Piperidine-2-carboxylic acid,HMDB00716,C00408,
29,128.0713675,128.0714,TRUE,0.22144118,6076.923155,0.000328017,C6H11NO2,-H(-),100,N4-Acetylaminobutanal,,HMDB04226,C05936,
30,129.0193258,129.0193,TRUE,0.796134919,43757.10211,1.70968E-06,C5H6O4,-H(-),100,Itaconic acid,"2-Hydroxy-3-Naphthoyl-2-Naphthylamine; 2-Methylenesuccinate; 2-Methylenesuccinic acid; 2-Propene-1,2-dicarboxylate; 2-Propene-1,2-dicarboxylic acid; Itaconate; Methylenebutanedioate; Methylenebutanedioic acid; Methylenesuccinate; Methylenesuccinic acid; Propylenedicarboxylate; Propylenedicarboxylic acid",HMDB02092,C00490,
31,129.0556451,129.0556,TRUE,0.05846066,10045.23551,6.66983E-05,C6H10O3,-H(-),100,Ketoleucine,2-Keto-4-Methylvalerate; 2-Keto-4-Methylvaleric acid; 2-Ketoisocaproate; 2-Ketoisocaproic acid; 2-Oxo-4-methylpentanoate; 2-Oxo-4-methylpentanoic acid; 2-Oxo-4-methylvalerate; 2-Oxo-4-methylvaleric acid; 2-Oxoisocaproate; 2-Oxoisocaproic acid; 2-Oxoleucine; 4-Methyl-2-oxo-Valerate; 4-Methyl-2-oxo-Valeric acid; 4-Methyl-2-oxopentanoate; 4-Methyl-2-oxopentanoic acid; Ketoisocaproate; Ketoisocaproic acid; Methyloxovalerate; Methyloxovaleric acid; Oxoisocaproate; Oxoisocaproic acid; a-Ketoisocaproate; a-Ketoisocaproic acid; a-Ketoisocapronate; a-Ketoisocapronic acid; a-Oxoisocaproate; a-Oxoisocaproic acid; alpha-Keto-isocaproate; alpha-Keto-isocaproic acid; alpha-Ketoisocaproate; alpha-Ketoisocaproic acid; alpha-Ketoisocapronate; alpha-Ketoisocapronic acid; alpha-Oxoisocaproate; alpha-Oxoisocaproic acid,HMDB00695,C00233,
31,129.0556451,129.0556,TRUE,0.05846066,10045.23551,6.66983E-05,C6H10O3,-H(-),100,Adipate semialdehyde,6-Oxohexanoate; 6-Oxohexanoic acid; Hexan-1-one-6-carboxylate,HMDB12882,C06102,
32,130.0508026,130.0508,TRUE,0.63375786,14491.21152,0.000157813,C5H9NO3,-H(-),100,4-Hydroxyproline,"(2S,4R)-4-hydroxy-2-pyrrolidinecarboxylic acid; (2S,4R)-4-hydroxypyrrolidine-2-carboxylic acid; (4R)-4-hydroxy-L-proline; 4-Hydroxy-2-pyrrolidinecarboxylic acid; 4-Hydroxy-L-proline; 4-L-Hydroxyproline; Hydroxiproline; Hydroxy-L-proline; Hydroxy-proline; Hydroxyproline; L-4-Hydroxyproline; L-Hydroxyproline; L-Threo-4-hydroxyproline; LS-hydroxyproline; Oxaceprol; Trans-L-hydroxyproline; Trans-hydroxyproline; delta-Hydroxyproline; trans-4-Hydroxy-L-proline; trans-4-Hydroxyproline",HMDB00725,C01157,
32,130.0508026,130.0508,TRUE,0.63375786,14491.21152,0.000157813,C5H9NO3,-H(-),100,5-Aminolevulinic acid,5-Amino-4-oxo-Pentanoate; 5-Amino-4-oxo-Pentanoic acid; 5-Amino-4-oxopentanoate; 5-Amino-4-oxopentanoic acid; 5-Amino-4-oxovalerate; 5-Amino-4-oxovaleric acid; 5-Amino-Levulinate; 5-Amino-Levulinic acid; 5-Aminolaevulinate; 5-Aminolaevulinic acid; 5-Aminolevulinate; Aladerm; Amino-levulinic acid; Aminolevulinate; Aminolevulinic acid; Kerastick; delta-Aminolevulinate; delta-Aminolevulinic acid,HMDB01149,C00430,
32,130.0508026,130.0508,TRUE,0.63375786,14491.21152,0.000157813,C5H9NO3,-H(-),100,L-Glutamic gamma-semialdehyde,Glutamate-semialdehyde; Glutamic gamma-semialdehyde; L-Glutamate 5-semialdehyde; L-Glutamate-5-semialdehyde; L-Glutamate-gamma-semialdehyde; L-Glutamic-gamma-semialdehyde,HMDB02104,C01165,
32,130.0508026,130.0508,TRUE,0.63375786,14491.21152,0.000157813,C5H9NO3,-H(-),100,5-Amino-2-oxopentanoic acid,2-Oxo-5-amino-pentanoate; 2-Oxo-5-amino-pentanoic acid; 2-Oxo-5-aminopentanoate; 2-Oxo-5-aminopentanoic acid; 2-Oxo-5-aminovalerate; 5-Amino-2-oxopentanoate; 5-Amino-2-oxopentanoic acid; alpha-Keto-delta-aminopentanoate; alpha-Keto-delta-aminopentanoic acid,HMDB06272,C01110,
32,130.0508026,130.0508,TRUE,0.63375786,14491.21152,0.000157813,C5H9NO3,-H(-),100,Trans-3-hydroxy-L-proline,,HMDB59659,C05147,
32,130.0508026,130.0508,TRUE,0.63375786,14491.21152,0.000157813,C5H9NO3,-H(-),100,cis-4-Hydroxy-D-proline,,HMDB60460,C03440,
33,130.0632698,130.0633,TRUE,0.517396033,14730.24281,-0.001077074,C4H9N3O2,-H(-),88,Creatine,((amino(imino)methyl)(methyl)amino)acetate; ((amino(imino)methyl)(methyl)amino)acetic acid; (alpha-Methylguanido)acetate; (alpha-Methylguanido)acetic acid; Cosmocair C 100; Creatin; Creatine; Creatine hydrate; Kreatin; Krebiozon; Methylguanidoacetate; Methylguanidoacetic acid; N-(Aminoiminomethyl)-N-Methyl-Glycine; N-Methyl-N-guanylglycine; Phosphagen; [[Amino(imino)methyl](methyl)amino]acetate; [[Amino(imino)methyl](methyl)amino]acetic acid,HMDB00064,C00300,
34,130.087442,130.0874,TRUE,0.580641419,590511.8873,-9.73125E-05,C6H13NO2,-H(-),100,L-Isoleucine,"(2S,3S)-2-Amino-3-methylpentanoate; (2S,3S)-2-Amino-3-methylpentanoic acid; (2S,3S)-2-amino-3-methyl-Pentanoate; (2S,3S)-2-amino-3-methyl-Pentanoic acid; (2S,3S)-a-Amino-b-methyl-N-valerate; (2S,3S)-a-Amino-b-methyl-N-valeric acid; (2S,3S)-a-Amino-b-methylvalerate; (2S,3S)-a-Amino-b-methylvaleric acid; (2S,3S)-alph-Amino-beta-methylvalerate; (2S,3S)-alph-Amino-beta-methylvaleric acid; (2S,3S)-alpha-Amino-beta-merthyl-N-valerate; (2S,3S)-alpha-Amino-beta-merthyl-N-valeric acid; (2S,3S)-alpha-Amino-beta-merthylvalerate; (2S,3S)-alpha-Amino-beta-merthylvaleric acid; (2S,3S)-alpha-Amino-beta-methyl-N-valerate; (2S,3S)-alpha-Amino-beta-methyl-N-valeric acid; (2S,3S)-alpha-Amino-beta-methylvalerate; (2S,3S)-alpha-Amino-beta-methylvaleric acid; (S)-Isoleucine; (S,S)-Isoleucine; 2-Amino-3-methylpentanoate; 2-Amino-3-methylpentanoic acid; 2-Amino-3-methylvalerate; 2-Amino-3-methylvaleric acid; 2S,3S-Isoleucine; Erythro-L-Isoleucine; Ile; Iso-leucine; Isoleucine; L-(+)-Isoleucine; L-Ile; [S-(R*,R*)]-2-Amino-3-methylpentanoate; [S-(R*,R*)]-2-Amino-3-methylpentanoic acid",HMDB00172,C00407,
34,130.087442,130.0874,TRUE,0.580641419,590511.8873,-9.73125E-05,C6H13NO2,-H(-),100,L-Leucine,(2S)-2-Amino-4-methylpentanoate; (2S)-2-Amino-4-methylpentanoic acid; (S)-(+)-Leucine; (S)-2-Amino-4-methylpentanoate; (S)-2-Amino-4-methylpentanoic acid; (S)-2-Amino-4-methylvalerate; (S)-2-Amino-4-methylvaleric acid; (S)-Leucine; 4-Methyl-L-Norvaline; L-(+)-Leucine; L-a-Aminoisocaproate; L-a-Aminoisocaproic acid; L-alpha-Aminoisocaproate; L-alpha-Aminoisocaproic acid; Leu; Leucine,HMDB00687,C00123,
35,131.0462797,131.0463,TRUE,0.790919989,44615.16584,-7.06999E-05,C4H8N2O3,-H(-),100,Ureidopropionic acid,3-(Carbamoylamino)propanoate; 3-(Carbamoylamino)propanoic acid; 3-Ureido-propionate; 3-Ureidopropanoate; 3-Ureidopropanoic acid; 3-Ureidopropionate; 3-Ureidopropionic acid; Carbamoyl-b-Ala-OH; Carbamoyl-beta-Ala-OH; N-(Aminocarbonyl)-'b-Alanine; N-(Aminocarbonyl)-b-alanine; N-(Aminocarbonyl)-beta-Alanine; N-Carbamoyl-b-alanine; N-Carbamoyl-beta-alanine; N-Carbamyl-b-alanine; N-Carbamyl-beta-alanine; Ureidopropionate; Ureidopropionic acid; beta-Ureidopropionate; beta-Ureidopropionic acid,HMDB00026,C02642,CHEBI:18261; CID:111
35,131.0462797,131.0463,TRUE,0.790919989,44615.16584,-7.06999E-05,C4H8N2O3,-H(-),100,L-Asparagine,"(-)-Asparagine; (S)-2,4-Diamino-4-oxobutanoate; (S)-2,4-Diamino-4-oxobutanoic acid; (S)-Asparagine; 2-Aminosuccinamate; 2-Aminosuccinamic acid; Agedoite; Altheine; Asn; Asparagine; Asparagine acid; Asparamide; Aspartamate; Aspartamic acid; Aspartic acid amide; Aspartic acid b-amide; Aspartic acid beta amide; B2,4-(S)-diamino-4-oxo-utanoate; B2,4-(S)-diamino-4-oxo-utanoic acid; Crystal VI; L-2,4-Diamino-4-oxobutanoate; L-2,4-Diamino-4-oxobutanoic acid; L-Asparagine; L-Aspartamine; L-b-Asparagine; L-beta-Asparagine; a-Aminosuccinamate; a-Aminosuccinamic acid; alpha Amminosuccinamate; alpha Amminosuccinamic acid; alpha-Aminosuccinamate; alpha-Aminosuccinamic acid",HMDB00168,C00152,
36,132.0303346,132.0303,TRUE,0.901529223,111996.1291,-0.000109292,C4H7NO4,-H(-),100,L-Aspartic acid,(+)-Aspartate; (+)-Aspartic acid; (2S)-Aspartate; (2S)-Aspartic acid; (L)-Aspartate; (L)-Aspartic acid; (R)-2-aminosuccinate; (S)-(+)-Aspartate; (S)-(+)-Aspartic acid; (S)-2-aminosuccinate; (S)-2-aminosuccinic acid; (S)-Aminobutanedioate; (S)-Aminobutanedioic acid; (S)-Aspartate; (S)-Aspartic acid; (S)-amino-Butanedioate; (S)-amino-Butanedioic acid; 2-Amino-3-methylsuccinate; 2-Amino-3-methylsuccinic acid; 2-Aminosuccinate; 2-Aminosuccinic acid; Aminosuccinate; Asp; Asparagate; Asparagic acid; Asparaginate; Asparaginic acid; Asparatate; Aspartate; H-Asp-OH; L-(+)-Aspartate; L-(+)-Aspartic acid; L-Aminosuccinate; L-Aminosuccinic acid; L-Asparagate; L-Asparagic acid; L-Asparaginate; L-Asparaginic acid; L-Aspartate; alpha-Aminosuccinate; alpha-Aminosuccinic acid,HMDB00191,C00049,
36,132.0303346,132.0303,TRUE,0.901529223,111996.1291,-0.000109292,C4H7NO4,-H(-),100,D-Aspartic acid,"(-)-Aspartic acid; (2R)-2-Aminobutanedioate; (2R)-2-Aminobutanedioic acid; (R)-2-Aminobutanedioate; (R)-2-Aminobutanedioic acid; (R)-2-Aminosuccinic acid; (R)-Aspartic acid; 1-Amino-1,2-carboxyethane; Aspartic acid; D-(-)-Aspartic acid; D-Asparaginsaeure; D-Aspartate; D-Aspartic acid; Lopac-alpha-9256; Tocris-0213; delta-(-)-Aspartic acid; delta-Asparaginsaeure; delta-Aspartate; delta-Aspartic acid",HMDB06483,C00402,
37,133.014185,133.0142,TRUE,0.641717702,678864.2601,5.66377E-05,C4H6O5,-H(-),100,L-Malic acid,(-)-(S)-Malate; (-)-(S)-Malic acid; (-)-Hydroxysuccinate; (-)-Hydroxysuccinic acid; (-)-L-Malic acid; (-)-Malic acid; (2S)-2-Hydroxybutanedioate; (2S)-2-Hydroxybutanedioic acid; (S)-(-)-Hydroxysuccinate; (S)-(-)-Hydroxysuccinic acid; (S)-Hydroxybutanedioate; (S)-Hydroxybutanedioic acid; (S)-Malic acid; (S)-hydroxy-Butanedioate; (S)-hydroxy-Butanedioic acid; Apple acid; L-(-)-Malic acid; L-Apple acid; L-Hydroxybutanedioate; L-Hydroxybutanedioic acid; L-Hydroxysuccinate; L-Hydroxysuccinic acid; Malic acid; S-(-)-Malate; S-(-)-Malic acid; S-2-Hydroxybutanedioate; S-2-Hydroxybutanedioic acid,HMDB00156,C00149,
38,133.0497622,133.0498,TRUE,0.169420414,7706.403766,0.000863677,C5H10O4,-H(-),100,Deoxyribose,2'-Deoxy-D-ribose,HMDB03224,C01801,
39,135.0311834,135.0312,TRUE,0.759013653,539159.0665,4.53894E-05,C5H4N4O,-H(-),100,Hypoxanthine,"1,7-Dihydro-6H-purin-6-one; 1,7-Dihydro-6H-purine-6-one; 1H,7H-Hypoxanthine; 3H-Purin-6-ol; 4-Hydroxy-1H-purine; 6(1H)-Purinone; 6-Hydroxy-1H-purine; 6-Hydroxypurine; 6-Oxopurine; 7H-Purin-6-ol; 9H-Purin-6(1H)-one; 9H-Purin-6-ol; Hypoxanthine enol; Purin-6(1H)-one; Purin-6(3H)-one; Purin-6-ol; Purine-6-ol; Sarcine; Sarkin; Sarkine",HMDB00157,C00262,
40,135.0448282,135.0448,TRUE,0.45740822,112054.463,0.000320315,C8H8O2,-H(-),100,Phenylacetic acid,2-Phenylacetate; 2-Phenylacetic acid; 2-Phenylethanoate; 2-Phenylethanoic acid; Benzeneacetate; Benzeneacetic acid; Benzylformate; Benzylformic acid; Omega-Phenylacetate; Omega-Phenylacetic acid; Phenylacetate; Phenylacetic acid; Phenylethanoate; Phenylethanoic acid; a-Toluate; a-Toluic acid; alpha-Toluate; alpha-Toluic acid; w-Phenylacetate; w-Phenylacetic acid,HMDB00209,C07086,
40,135.0448282,135.0448,TRUE,0.45740822,112054.463,0.000320315,C8H8O2,-H(-),100,4-Hydroxyphenylacetaldehyde,(4-hydroxyphenyl)acetaldehyde; 2-(4-Hydroxyphenyl)acetaldehyde; P-Hydroxyphenylacetaldehyde,HMDB03767,C03765,
41,136.0397523,136.0398,TRUE,0.102915205,16200.99035,0.000644817,C7H7NO2,-H(-),100,2-Aminobenzoic acid,1-Amino-2-carboxybenzene; 2-Amino-Benzoate; 2-Amino-Benzoic acid; 2-Aminobenzoate; 2-Aminobenzoic acid; 2-Aminophenylacetate; 2-Aminophenylacetic acid; 2-Carboxyaniline; Anthranate; Anthranic acid; Anthranilate; Anthranilic acid; Anthranilic acid gr; Carboxyaniline; H-2-Abz-OH; Kyselina O-aminobenzoova; Kyselina anthranilova; O-Amino-Benzoate; O-Amino-Benzoic acid; O-Aminobenzoate; O-Aminobenzoic acid; O-Anthranilate; O-Anthranilic acid; O-Carboxyaniline; Ortho-amidobenzoate; Ortho-amidobenzoic acid; Ortho-aminobenzoate; Ortho-aminobenzoic acid; Vitamin L; Vitamin L1,HMDB01123,C00108,
42,144.0665109,144.0665,TRUE,0.672808916,24702.23248,9.87446E-05,C6H11NO3,-H(-),100,4-Acetamidobutanoic acid,4-(Acetylamino)butanoate; 4-(Acetylamino)butanoic acid; 4-Acetamidobutyric acid; N-Acetyl-4-aminobutanoate; N-Acetyl-4-aminobutanoic acid; N-Acetyl-4-aminobutyric acid; N-Acetyl-GABA; N-Acetyl-gamma-amino-N-butyric acid; N-Acetyl-gamma-aminobutyrate; N4-Acetylaminobutanoate; N4-Acetylaminobutanoic acid,HMDB03681,C02946,
42,144.0665109,144.0665,TRUE,0.672808916,24702.23248,9.87446E-05,C6H11NO3,-H(-),100,(S)-2-amino-6-oxohexanoate,,HMDB59595,C04076,
43,145.0142239,145.0142,TRUE,0.570786476,19081.32254,1.77403E-05,C5H6O5,-H(-),100,Oxoglutaric acid,"2-Ketoglutarate; 2-Ketoglutaric acid; 2-Oxo-1,5-pentanedioate; 2-Oxo-1,5-pentanedioic acid; 2-Oxoglutarate; 2-Oxoglutaric acid; 2-Oxopentanedioate; 2-Oxopentanedioic acid; Oxoglutarate; alpha-Ketoglutaric acid",HMDB00208,C00026,
44,145.0616167,145.0616,TRUE,0.834033698,1316524.352,0.000241513,C5H10N2O3,-H(-),100,L-Glutamine,"(2S)-2,5-diamino-5-oxopentanoate; (2S)-2,5-diamino-5-oxopentanoic acid; (2S)-2-amino-4-carbamoylbutanoate; (2S)-2-amino-4-carbamoylbutanoic acid; (S)-2,5-Diamino-5-oxopentanoate; (S)-2,5-Diamino-5-oxopentanoic acid; 2-Aminoglutaramic acid; Cebrogen; Glavamin; Glumin; Glutamic acid 5-amide; Glutamic acid amide; Glutamine; L-(+)-Glutamine; L-2-Aminoglutaramic acid; L-2-Aminoglutaramidic acid; L-Glutamic acid 5-amide; L-Glutamic acid gamma-amide; L-Glutamid; L-Glutamide; L-Glutamin; L-Glutamine; L-Glutaminsaeure-5-amid; Levoglutamid; Levoglutamida; Levoglutamide; Levoglutamidum; Levoglutamina; Polyglutamine; Stimulina; gamma-Glutamine",HMDB00641,C00064,
44,145.0616167,145.0616,TRUE,0.834033698,1316524.352,0.000241513,C5H10N2O3,-H(-),100,D-Glutamine,D-2-Aminoglutaramate; D-2-Aminoglutaramic acid; Nutrestore,HMDB03423,C00819,
45,146.0456966,146.0457,TRUE,0.918355406,393441.4445,0.000177887,C5H9NO4,-H(-),100,L-Glutamic acid,"(2S)-2-Aminopentanedioate; (2S)-2-Aminopentanedioic acid; (S)-(+)-Glutamate; (S)-(+)-Glutamic acid; (S)-2-Aminopentanedioate; (S)-2-Aminopentanedioic acid; (S)-Glutamate; (S)-Glutamic acid; 1-Amino-propane-1,3-dicarboxylate; 1-Amino-propane-1,3-dicarboxylic acid; 1-Aminopropane-1,3-dicarboxylate; 1-Aminopropane-1,3-dicarboxylic acid; 2-Aminoglutarate; 2-Aminoglutaric acid; 2-Aminopentanedioate; 2-Aminopentanedioic acid; Aciglut; Aminoglutarate; Aminoglutaric acid; E; Glt; Glu; Glusate; Glut; Glutacid; Glutamicol; Glutamidex; Glutaminate; Glutaminic acid; Glutaminol; Glutaton; L-(+)-Glutamate; L-(+)-Glutamic acid; L-Glu; L-Glutamate; L-Glutaminate; L-Glutaminic acid; L-a-Aminoglutarate; L-a-Aminoglutaric acid; L-alpha-Aminoglutarate; L-alpha-Aminoglutaric acid; a-Aminoglutarate; a-Aminoglutaric acid; a-Glutamate; a-Glutamic acid; alpha-Aminoglutarate; alpha-Aminoglutaric acid; alpha-Glutamate; alpha-Glutamic acid",HMDB00148,C00025,
